Timestamp_min,Reactor_Temp_C,Jacket_Flow_Rate_L_min,Pressure_atm,Reactant_A_Conc_mol_L,Product_B_Conc_mol_L,Reactor_Run_ID
3170,85.55,1015,3.22,2.38,0.12,18
3171,85.6,1011,3.19,2.37,0.13,18
3172,85.65,1009,3.24,2.36,0.14,18
3173,85.7,1017,3.21,2.35,0.15,18
3174,85.75,1014,3.17,2.34,0.16,18
3175,85.8,1006,3.23,2.33,0.17,18
3176,85.85,1019,3.19,2.32,0.18,18
3177,85.9,1012,3.25,2.31,0.19,18
3178,85.95,1007,3.21,2.3,0.2,18
3179,86,1015,3.17,2.29,0.21,18
3180,86.05,1011,3.24,2.28,0.22,18
3181,86.1,1008,3.2,2.27,0.23,18
3182,86.15,1016,3.16,2.26,0.24,18
3183,86.2,1013,3.22,2.25,0.25,18
3184,86.25,1005,3.19,2.24,0.26,18
3185,86.3,1017,3.25,2.23,0.27,18
3186,86.35,1012,3.21,2.22,0.28,18
3187,86.4,1006,3.17,2.21,0.29,18
3188,86.45,1019,3.24,2.2,0.3,18
3189,86.5,1014,3.2,2.19,0.31,18
3190,86.55,1007,3.16,2.18,0.32,18
3191,86.6,1015,3.22,2.17,0.33,18
3192,86.65,1011,3.19,2.16,0.34,18
3193,86.7,1008,3.25,2.15,0.35,18
3194,86.75,1016,3.21,2.14,0.36,18
3195,86.8,1013,3.17,2.13,0.37,18
3196,86.85,1005,3.24,2.12,0.38,18
3197,86.9,1017,3.2,2.11,0.39,18
3198,86.95,1012,3.16,2.1,0.4,18
3199,87,1006,3.22,2.09,0.41,18
3200,87.05,1019,3.19,2.08,0.42,18
3201,87.1,1014,3.25,2.07,0.43,18
3202,87.15,1007,3.21,2.06,0.44,18
3203,87.2,1015,3.17,2.05,0.45,18
3204,87.25,1011,3.24,2.04,0.46,18
3205,87.3,1008,3.2,2.03,0.47,18
3206,87.35,1016,3.16,2.02,0.48,18
3207,87.4,1013,3.22,2.01,0.49,18
3208,85,1015,3.2,2.01,0.49,18
3209,84.5,1013,3.18,2,0.5,18
3210,85,1017,3.22,1.99,0.51,18
3211,84.9,1016,3.19,1.98,0.52,18
3212,85.4,1019,3.21,1.97,0.53,18
3213,85.6,1014,3.23,1.96,0.54,18
3214,85.3,1018,3.2,1.95,0.55,18
3215,84.8,1011,3.17,1.94,0.56,18
3216,85.1,1013,3.22,1.93,0.57,18
3217,85.2,1016,3.19,1.92,0.58,18
3218,84.7,1015,3.21,1.91,0.59,18
3219,85,1019,3.23,1.9,0.6,18
3220,84.5,1017,3.18,1.89,0.61,18
3221,85.3,1014,3.2,1.88,0.62,18
3222,85.4,1016,3.17,1.87,0.63,18
3223,84.9,1018,3.22,1.86,0.64,18
3224,85.1,1011,3.2,1.85,0.65,18
3225,84.7,1013,3.18,1.84,0.66,18
3226,85,1019,3.21,1.83,0.67,18
3227,84.5,1017,3.19,1.82,0.68,18
3228,85.3,1014,3.22,1.81,0.69,18
3229,85.4,1016,3.17,1.8,0.7,18
3230,84.9,1018,3.2,1.79,0.71,18
3231,85.1,1011,3.18,1.78,0.72,18
3232,84.7,1013,3.21,1.77,0.73,18
3233,85,1019,3.19,1.76,0.74,18
3234,84.5,1017,3.22,1.75,0.75,18
3235,85.3,1014,3.16,1.74,0.76,18
3236,85.4,1016,3.19,1.73,0.77,18
3237,84.9,1018,3.22,1.72,0.78,18
3238,85.1,1011,3.17,1.71,0.79,18
3239,84.7,1013,3.2,1.7,0.8,18
3240,85,1019,3.18,1.69,0.81,18
3241,84.5,1017,3.21,1.68,0.82,18
3242,85.3,1014,3.16,1.67,0.83,18
3243,85.4,1016,3.19,1.66,0.84,18
3244,84.9,1018,3.22,1.65,0.85,18
3245,85.1,1011,3.17,1.64,0.86,18
3246,84.7,1013,3.2,1.63,0.87,18
3247,85,1019,3.18,1.62,0.88,18
3248,84.5,1017,3.21,1.61,0.89,18
3249,85.3,1014,3.16,1.6,0.9,18
3250,85.4,1016,3.19,1.59,0.91,18
3251,84.9,1018,3.22,1.58,0.92,18
3252,85.1,1011,3.17,1.57,0.93,18
3253,84.7,1013,3.2,1.56,0.94,18
3254,85,1019,3.18,1.55,0.95,18
3255,84.5,1017,3.21,1.54,0.96,18
3256,85.3,1014,3.16,1.53,0.97,18
3257,85.4,1016,3.19,1.52,0.98,18
3258,85,1015,3.2,1.52,0.98,18
3259,84.95,1011,3.18,1.47,1.03,18
3260,85.1,1019,3.22,1.42,1.08,18
3261,84.9,1007,3.19,1.37,1.13,18
3262,85.05,1013,3.21,1.32,1.18,18
3263,84.85,1006,3.17,1.27,1.23,18
3264,85,1018,3.23,1.22,1.28,18
3265,84.9,1011,3.19,1.17,1.33,18
3266,85.1,1008,3.22,1.12,1.38,18
3267,84.85,1015,3.18,1.07,1.43,18
3268,85,1009,3.21,1.02,1.48,18
3269,84.9,1017,3.17,0.97,1.53,18
3270,85.1,1011,3.2,0.92,1.57,18
3271,84.85,1006,3.18,0.87,1.63,18
3272,85,1018,3.23,0.82,1.67,18
3273,84.9,1009,3.19,0.77,1.73,18
3274,85.1,1013,3.22,0.72,1.77,18
3275,84.85,1008,3.17,0.67,1.83,18
3276,85,1015,3.2,0.62,1.87,18
3277,84.9,1011,3.18,0.57,1.93,18
3278,85.1,1006,3.21,0.52,1.97,18
3279,84.85,1018,3.17,0.47,2.03,18
3280,85,1011,3.2,0.42,2.07,18
3281,84.9,1009,3.18,0.37,2.13,18
3282,85.1,1013,3.22,0.32,2.17,18
3283,84.85,1006,3.17,0.27,2.23,18
3284,85,1015,3.2,0.22,2.27,18
3285,84.9,1011,3.18,0.17,2.33,18
3286,85.1,1009,3.21,0.12,2.37,18
3287,84.85,1013,3.17,0.07,2.43,18
3288,85,1006,3.2,0.02,2.47,18
3289,84.9,1015,3.18,0,2.5,18
3290,85.1,1011,3.21,0,2.5,18
3291,84.85,1009,3.17,0,2.5,18
3292,85,1013,3.2,0,2.5,18
3293,84.9,1006,3.18,0,2.5,18
3294,85.1,1015,3.21,0,2.5,18
3295,84.85,1011,3.17,0,2.5,18
3296,85,1009,3.2,0,2.5,18
3297,84.9,1013,3.18,0,2.5,18
3298,85.1,1006,3.21,0,2.5,18
3299,84.85,1015,3.17,0,2.5,18
3300,85,1011,3.2,0,2.5,18
3301,84.9,1009,3.18,0,2.5,18
3302,85.1,1013,3.21,0,2.5,18
3303,84.85,1006,3.17,0,2.5,18
3304,85,1015,3.2,0,2.5,18
3305,84.9,1011,3.17,0,2.5,18
3306,85.1,1009,3.2,0,2.5,18
3307,84.85,1013,3.18,0,2.5,18
3308,85,1015,3.2,2.5,0,19
3309,84.5,1012,3.18,2.49,0.01,19
3310,85,1017,3.22,2.48,0.02,19
3311,84,1016,3.19,2.47,0.03,19
3312,83.5,1009,3.21,2.46,0.04,19
3313,85,1013,3.17,2.45,0.05,19
3314,84.5,1010,3.23,2.44,0.06,19
3315,83,1007,3.19,2.43,0.07,19
3316,82.5,1014,3.24,2.42,0.08,19
3317,84,1011,3.16,2.41,0.09,19
3318,83.5,1008,3.22,2.4,0.1,19
3319,85,1015,3.18,2.39,0.11,19
3320,84.5,1012,3.25,2.38,0.12,19
3321,83,1009,3.17,2.37,0.13,19
3322,82.5,1016,3.23,2.36,0.14,19
3323,84,1013,3.19,2.35,0.15,19
3324,83.5,1010,3.26,2.34,0.16,19
3325,85,1007,3.14,2.33,0.17,19
3326,84.5,1014,3.22,2.32,0.18,19
3327,83,1011,3.16,2.31,0.19,19
3328,82.5,1008,3.24,2.3,0.2,19
3329,84,1015,3.18,2.29,0.21,19
3330,83.5,1012,3.26,2.28,0.22,19
3331,85,1009,3.17,2.27,0.23,19
3332,84.5,1016,3.24,2.26,0.24,19
3333,83,1013,3.19,2.25,0.25,19
3334,82.5,1010,3.27,2.24,0.26,19
3335,84,1007,3.15,2.23,0.27,19
3336,83.5,1014,3.25,2.22,0.28,19
3337,85,1011,3.17,2.21,0.29,19
3338,84.5,1008,3.23,2.2,0.3,19
3339,85,1015,3.19,2.19,0.31,19
3340,84.5,1012,3.26,2.18,0.32,19
3341,83,1009,3.15,2.17,0.33,19
3342,82.5,1016,3.24,2.16,0.34,19
3343,84,1013,3.17,2.15,0.35,19
3344,83.5,1010,3.22,2.14,0.36,19
3345,85,1007,3.19,2.13,0.37,19
3346,84.5,1014,3.27,2.12,0.38,19
3347,83,1011,3.16,2.11,0.39,19
3348,82.5,1008,3.24,2.1,0.4,19
3349,84,1015,3.18,2.09,0.41,19
3350,83.5,1012,3.26,2.08,0.42,19
3351,85,1009,3.17,2.07,0.43,19
3352,84.5,1016,3.24,2.06,0.44,19
3353,83,1013,3.19,2.05,0.45,19
3354,82.5,1010,3.27,2.04,0.46,19
3355,84,1007,3.15,2.03,0.47,19
3356,83.5,1014,3.25,2.02,0.48,19
3357,85,1011,3.17,2.01,0.49,19
3358,85,1015,3.2,2.01,0.49,19
3359,84.95,1017,3.18,2,0.5,19
3360,85.05,1013,3.22,1.99,0.51,19
3361,84.9,1016,3.19,1.98,0.52,19
3362,85.05,1019,3.21,1.97,0.53,19
3363,84.9,1014,3.17,1.96,0.54,19
3364,85,1012,3.2,1.95,0.55,19
3365,84.95,1018,3.18,1.94,0.56,19
3366,85.05,1016,3.22,1.93,0.57,19
3367,84.9,1019,3.19,1.92,0.58,19
3368,85.05,1013,3.21,1.91,0.59,19
3369,84.9,1017,3.17,1.9,0.6,19
3370,85,1015,3.2,1.89,0.61,19
3371,84.95,1012,3.18,1.88,0.62,19
3372,85.05,1016,3.22,1.87,0.63,19
3373,84.9,1019,3.19,1.86,0.64,19
3374,85.05,1013,3.21,1.85,0.65,19
3375,84.9,1017,3.17,1.84,0.66,19
3376,85,1015,3.2,1.83,0.67,19
3377,84.95,1012,3.18,1.82,0.68,19
3378,85.05,1016,3.22,1.81,0.69,19
3379,84.9,1019,3.19,1.8,0.7,19
3380,85.05,1013,3.21,1.79,0.71,19
3381,84.9,1017,3.17,1.78,0.72,19
3382,85,1015,3.2,1.77,0.73,19
3383,84.95,1012,3.18,1.76,0.74,19
3384,85.05,1016,3.22,1.75,0.75,19
3385,84.9,1019,3.19,1.74,0.76,19
3386,85.05,1013,3.21,1.73,0.77,19
3387,84.9,1017,3.17,1.72,0.78,19
3388,85,1015,3.2,1.71,0.79,19
3389,84.95,1012,3.18,1.7,0.8,19
3390,85.05,1016,3.22,1.69,0.81,19
3391,84.9,1019,3.19,1.68,0.82,19
3392,85.05,1013,3.21,1.67,0.83,19
3393,84.9,1017,3.17,1.66,0.84,19
3394,85,1015,3.2,1.65,0.85,19
3395,84.95,1012,3.18,1.64,0.86,19
3396,85.05,1016,3.22,1.63,0.87,19
3397,84.9,1019,3.19,1.62,0.88,19
3398,85.05,1013,3.21,1.61,0.89,19
3399,84.9,1017,3.17,1.6,0.9,19
3400,85,1015,3.2,1.59,0.91,19
3401,84.95,1012,3.18,1.58,0.92,19
3402,85.05,1016,3.22,1.57,0.93,19
3403,84.9,1019,3.19,1.56,0.94,19
3404,85.05,1013,3.21,1.55,0.95,19
3405,84.9,1017,3.17,1.54,0.96,19
3406,85,1015,3.2,1.53,0.97,19
3407,84.95,1012,3.18,1.52,0.98,19
3408,85,1015,3.2,1.52,0.98,19
3409,85.5,1012,3.18,1.47,1.03,19
3410,85,1016,3.22,1.42,1.08,19
3411,84.5,1009,3.19,1.37,1.13,19
3412,85,1013,3.21,1.32,1.18,19
3413,84,1010,3.17,1.27,1.23,19
3414,85.5,1017,3.23,1.22,1.28,19
3415,85,1014,3.2,1.17,1.33,19
3416,84.5,1008,3.18,1.12,1.38,19
3417,85,1015,3.22,1.07,1.43,19
3418,84,1012,3.19,1.02,1.48,19
3419,85.5,1019,3.24,0.97,1.53,19
3420,85,1016,3.21,0.92,1.57,19
3421,84.5,1013,3.18,0.87,1.63,19
3422,85,1010,3.22,0.82,1.68,19
3423,84,1007,3.19,0.77,1.73,19
3424,85.5,1014,3.24,0.72,1.78,19
3425,85,1011,3.21,0.67,1.83,19
3426,84.5,1008,3.18,0.62,1.87,19
3427,85,1015,3.22,0.57,1.93,19
3428,84,1012,3.19,0.52,1.97,19
3429,85.5,1019,3.24,0.47,2.03,19
3430,85,1016,3.21,0.42,2.07,19
3431,84.5,1013,3.18,0.37,2.13,19
3432,85,1010,3.22,0.32,2.17,19
3433,84,1007,3.19,0.27,2.23,19
3434,85.5,1014,3.24,0.22,2.27,19
3435,85,1011,3.21,0.17,2.33,19
3436,84.5,1008,3.18,0.12,2.37,19
3437,85,1015,3.22,0.07,2.43,19
3438,84,1012,3.19,0.02,2.47,19
3439,85.5,1019,3.24,0,2.5,19
3440,85,1016,3.21,0,2.5,19
3441,84.5,1013,3.18,0,2.5,19
3442,85,1010,3.22,0,2.5,19
3443,84,1007,3.19,0,2.5,19
3444,85.5,1014,3.24,0,2.5,19
3445,85,1011,3.21,0,2.5,19
3446,84.5,1008,3.18,0,2.5,19
3447,85,1015,3.22,0,2.5,19
3448,84,1012,3.19,0,2.5,19
3449,85.5,1019,3.24,0,2.5,19
3450,85,1016,3.21,0,2.5,19
3451,84.5,1013,3.18,0,2.5,19
3452,85,1010,3.22,0,2.5,19
3453,84,1007,3.19,0,2.5,19
3454,85.5,1014,3.24,0,2.5,19
3455,85,1011,3.21,0,2.5,19
3456,84.5,1008,3.18,0,2.5,19
3457,85,1015,3.22,0,2.5,19
3458,85,1015,3.2,2.5,0,20
3459,84.5,1011,3.18,2.49,0.01,20
3460,85,1017,3.22,2.48,0.02,20
3461,84.9,1013,3.19,2.47,0.03,20
3462,85.2,1009,3.21,2.46,0.04,20
3463,84.7,1014,3.17,2.45,0.05,20
3464,85.1,1010,3.23,2.44,0.06,20
3465,84.6,1007,3.16,2.43,0.07,20
3466,85,1012,3.24,2.42,0.08,20
3467,84.5,1009,3.18,2.41,0.09,20
3468,84.9,1015,3.22,2.4,0.1,20
3469,84.4,1011,3.17,2.39,0.11,20
3470,84.8,1008,3.21,2.38,0.12,20
3471,84.3,1014,3.15,2.37,0.13,20
3472,84.7,1010,3.19,2.36,0.14,20
3473,84.2,1007,3.14,2.35,0.15,20
3474,84.6,1013,3.18,2.34,0.16,20
3475,84.1,1009,3.13,2.33,0.17,20
3476,84.5,1012,3.17,2.32,0.18,20
3477,84,1006,3.12,2.31,0.19,20
3478,84.4,1011,3.16,2.3,0.2,20
3479,83.9,1005,3.1,2.29,0.21,20
3480,84.3,1010,3.14,2.28,0.22,20
3481,83.8,1004,3.09,2.27,0.23,20
3482,84.2,1009,3.13,2.26,0.24,20
3483,83.7,1003,3.08,2.25,0.25,20
3484,84.1,1008,3.12,2.24,0.26,20
3485,83.6,1002,3.07,2.23,0.27,20
3486,84,1007,3.11,2.22,0.28,20
3487,83.5,1001,3.06,2.21,0.29,20
3488,83.9,1006,3.1,2.2,0.3,20
3489,83.4,1000,3.05,2.19,0.31,20
3490,83.8,1005,3.09,2.18,0.32,20
3491,83.3,999,3.04,2.17,0.33,20
3492,83.7,1004,3.08,2.16,0.34,20
3493,83.2,998,3.03,2.15,0.35,20
3494,83.6,1003,3.07,2.14,0.36,20
3495,83.1,997,3.02,2.13,0.37,20
3496,83.5,1002,3.06,2.12,0.38,20
3497,83,996,3.01,2.11,0.39,20
3498,83.4,1001,3.05,2.1,0.4,20
3499,82.9,995,3,2.09,0.41,20
3500,83.3,1000,3.04,2.08,0.42,20
3501,82.8,994,2.99,2.07,0.43,20
3502,83.2,999,3.03,2.06,0.44,20
3503,82.7,993,2.98,2.05,0.45,20
3504,83.1,998,3.02,2.04,0.46,20
3505,82.6,992,2.97,2.03,0.47,20
3506,83,997,3.01,2.02,0.48,20
3507,82.5,991,2.96,2.01,0.49,20
3508,85,1015,3.2,2.01,0.49,20
3509,84.5,1013,3.18,2,0.5,20
3510,85,1016,3.22,1.99,0.51,20
3511,84,1017,3.19,1.98,0.52,20
3512,83.5,1018,3.21,1.97,0.53,20
3513,85,1014,3.17,1.96,0.54,20
3514,84.5,1012,3.23,1.95,0.55,20
3515,85,1010,3.16,1.94,0.56,20
3516,84.5,1018,3.24,1.93,0.57,20
3517,85,1016,3.15,1.92,0.58,20
3518,84.5,1014,3.25,1.91,0.59,20
3519,85,1012,3.14,1.9,0.6,20
3520,84.5,1010,3.26,1.89,0.61,20
3521,85,1008,3.13,1.88,0.62,20
3522,84.5,1006,3.27,1.87,0.63,20
3523,85,1004,3.12,1.86,0.64,20
3524,84.5,1002,3.28,1.85,0.65,20
3525,85,1000,3.11,1.84,0.66,20
3526,84.5,998,3.29,1.83,0.67,20
3527,85,996,3.1,1.82,0.68,20
3528,84.5,994,3.3,1.81,0.69,20
3529,85,992,3.09,1.8,0.7,20
3530,84.5,990,3.31,1.79,0.71,20
3531,85,988,3.08,1.78,0.72,20
3532,84.5,986,3.32,1.77,0.73,20
3533,85,984,3.07,1.76,0.74,20
3534,84.5,982,3.33,1.75,0.75,20
3535,85,980,3.06,1.74,0.76,20
3536,84.5,978,3.34,1.73,0.77,20
3537,85,976,3.05,1.72,0.78,20
3538,84.5,974,3.35,1.71,0.79,20
3539,85,972,3.04,1.7,0.8,20
3540,84.5,970,3.36,1.69,0.81,20
3541,85,968,3.03,1.68,0.82,20
3542,84.5,966,3.37,1.67,0.83,20
3543,85,964,3.02,1.66,0.84,20
3544,84.5,962,3.38,1.65,0.85,20
3545,85,960,3.01,1.64,0.86,20
3546,84.5,958,3.39,1.63,0.87,20
3547,85,956,3,1.62,0.88,20
3548,84.5,954,3.4,1.61,0.89,20
3549,85,952,2.99,1.6,0.9,20
3550,84.5,950,3.41,1.59,0.91,20
3551,85,948,2.98,1.58,0.92,20
3552,84.5,946,3.42,1.57,0.93,20
3553,85,944,2.97,1.56,0.94,20
3554,84.5,942,3.43,1.55,0.95,20
3555,85,940,2.96,1.54,0.96,20
3556,84.5,938,3.44,1.53,0.97,20
3557,85,936,2.95,1.52,0.98,20
3558,85,1015,3.2,1.52,0.98,20
3559,85.5,1012,3.18,1.51,0.99,20
3560,86,1017,3.21,1.5,1,20
3561,86.5,1016,3.19,1.49,1.01,20
3562,87,1018,3.22,1.48,1.02,20
3563,87.5,1013,3.17,1.47,1.03,20
3564,88,1019,3.23,1.46,1.04,20
3565,88.5,1014,3.18,1.45,1.05,20
3566,89,1020,3.24,1.44,1.06,20
3567,89.5,1015,3.2,1.43,1.07,20
3568,90,1021,3.25,1.42,1.08,20
3569,90.5,1016,3.21,1.41,1.09,20
3570,91,1022,3.26,1.4,1.1,20
3571,91.5,1017,3.22,1.39,1.11,20
3572,92,1023,3.27,1.38,1.12,20
3573,92.5,1018,3.23,1.37,1.13,20
3574,93,1024,3.28,1.36,1.14,20
3575,93.5,1019,3.24,1.35,1.15,20
3576,94,1025,3.29,1.34,1.16,20
3577,94.5,1020,3.25,1.33,1.17,20
3578,95,1026,3.3,1.32,1.18,20
3579,95.5,1021,3.26,1.31,1.19,20
3580,96,1027,3.31,1.3,1.2,20
3581,96.5,1022,3.27,1.29,1.21,20
3582,97,1028,3.32,1.28,1.22,20
3583,97.5,1023,3.28,1.27,1.23,20
3584,98,1029,3.33,1.26,1.24,20
3585,98.5,1024,3.29,1.25,1.25,20
3586,99,1030,3.34,1.24,1.26,20
3587,99.5,1025,3.3,1.23,1.27,20
3588,100,1031,3.35,1.22,1.28,20
3589,100.5,1026,3.31,1.21,1.29,20
3590,101,1032,3.36,1.2,1.3,20
3591,101.5,1027,3.32,1.19,1.31,20
3592,102,1033,3.37,1.18,1.32,20
3593,102.5,1028,3.33,1.17,1.33,20
3594,103,1034,3.38,1.16,1.34,20
3595,103.5,1029,3.34,1.15,1.35,20
3596,104,1035,3.39,1.14,1.36,20
3597,104.5,1030,3.35,1.13,1.37,20
3598,105,1036,3.4,1.12,1.38,20
3599,105.5,1031,3.36,1.11,1.39,20
3600,106,1037,3.41,1.1,1.4,20
3601,106.5,1032,3.37,1.09,1.41,20
3602,107,1038,3.42,1.08,1.42,20
3603,107.5,1033,3.38,1.07,1.43,20
3604,108,1039,3.43,1.06,1.44,20
3605,108.5,1034,3.39,1.05,1.45,20
3606,109,1040,3.44,1.04,1.46,20
3607,109.5,1035,3.4,1.03,1.47,20
3608,85,1015,3.2,1.03,1.47,20
3609,84.5,1012,3.18,1.02,1.48,20
3610,85,1017,3.22,1.01,1.49,20
3611,84.8,1009,3.19,1,1.5,20
3612,85.3,1014,3.21,0.99,1.51,20
3613,84.6,1007,3.17,0.98,1.52,20
3614,85.1,1010,3.2,0.97,1.53,20
3615,84.9,1013,3.16,0.96,1.54,20
3616,85.4,1005,3.23,0.95,1.55,20
3617,84.7,1016,3.19,0.94,1.56,20
3618,85.2,1008,3.24,0.93,1.57,20
3619,84.8,1011,3.18,0.92,1.58,20
3620,85.3,1004,3.22,0.91,1.59,20
3621,84.6,1017,3.15,0.9,1.6,20
3622,85.1,1006,3.23,0.89,1.61,20
3623,84.9,1013,3.17,0.88,1.62,20
3624,85.4,1009,3.2,0.87,1.63,20
3625,84.7,1012,3.14,0.86,1.64,20
3626,85.2,1005,3.21,0.85,1.65,20
3627,84.8,1018,3.16,0.84,1.66,20
3628,85.3,1007,3.23,0.83,1.67,20
3629,84.6,1011,3.19,0.82,1.68,20
3630,85.1,1010,3.2,0.81,1.69,20
3631,84.9,1003,3.17,0.8,1.7,20
3632,85.4,1016,3.22,0.79,1.71,20
3633,84.7,1006,3.15,0.78,1.72,20
3634,85.2,1012,3.23,0.77,1.73,20
3635,84.8,1009,3.18,0.76,1.74,20
3636,85.3,1015,3.2,0.75,1.75,20
3637,84.6,1007,3.16,0.74,1.76,20
3638,85.1,1013,3.21,0.73,1.77,20
3639,84.9,1010,3.19,0.72,1.78,20
3640,85.4,1004,3.22,0.71,1.79,20
3641,84.7,1017,3.17,0.7,1.8,20
3642,85.2,1006,3.2,0.69,1.81,20
3643,84.8,1011,3.15,0.68,1.82,20
3644,85.3,1009,3.23,0.67,1.83,20
3645,84.6,1015,3.18,0.66,1.84,20
3646,85.1,1007,3.2,0.65,1.85,20
3647,84.9,1012,3.16,0.64,1.86,20
3648,85.4,1010,3.21,0.63,1.87,20
3649,84.7,1004,3.19,0.62,1.88,20
3650,85.2,1017,3.22,0.61,1.89,20
3651,84.8,1006,3.17,0.6,1.9,20
3652,85.3,1011,3.2,0.59,1.91,20
3653,84.6,1009,3.15,0.58,1.92,20
3654,85.1,1015,3.23,0.57,1.93,20
3655,84.9,1007,3.18,0.56,1.94,20
3656,85.4,1012,3.2,0.55,1.95,20
3657,84.7,1010,3.16,0.54,1.96,20
3658,85,1015,3.2,0.54,1.96,20
3659,85.5,1010,3.18,0.53,1.97,20
3660,85,1018,3.22,0.52,1.98,20
3661,84.5,1007,3.19,0.51,1.99,20
3662,85,1013,3.21,0.5,2,20
3663,84,1009,3.17,0.49,2.01,20
3664,85.5,1016,3.23,0.48,2.02,20
3665,85,1012,3.19,0.47,2.03,20
3666,84.5,1005,3.2,0.46,2.04,20
3667,85,1019,3.22,0.45,2.05,20
3668,84,1010,3.18,0.44,2.06,20
3669,85.5,1008,3.21,0.43,2.07,20
3670,85,1014,3.19,0.42,2.08,20
3671,84.5,1002,3.2,0.41,2.09,20
3672,85,1017,3.22,0.4,2.1,20
3673,84,1009,3.18,0.39,2.11,20
3674,85.5,1016,3.21,0.38,2.12,20
3675,85,1013,3.19,0.37,2.13,20
3676,84.5,1006,3.2,0.36,2.14,20
3677,85,1019,3.22,0.35,2.15,20
3678,84,1011,3.18,0.34,2.16,20
3679,85.5,1008,3.21,0.33,2.17,20
3680,85,1014,3.19,0.32,2.18,20
3681,84.5,1003,3.2,0.31,2.19,20
3682,85,1017,3.22,0.3,2.2,20
3683,84,1009,3.18,0.29,2.21,20
3684,85.5,1016,3.21,0.28,2.22,20
3685,85,1013,3.19,0.27,2.23,20
3686,84.5,1006,3.2,0.26,2.24,20
3687,85,1019,3.22,0.25,2.25,20
3688,84,1011,3.18,0.24,2.26,20
3689,85.5,1008,3.21,0.23,2.27,20
3690,85,1014,3.19,0.22,2.28,20
3691,84.5,1003,3.2,0.21,2.29,20
3692,85,1017,3.22,0.2,2.3,20
3693,84,1009,3.18,0.19,2.31,20
3694,85.5,1016,3.21,0.18,2.32,20
3695,85,1013,3.19,0.17,2.33,20
3696,84.5,1006,3.2,0.16,2.34,20
3697,85,1019,3.22,0.15,2.35,20
3698,84,1011,3.18,0.14,2.36,20
3699,85.5,1008,3.21,0.13,2.37,20
3700,85,1014,3.19,0.12,2.38,20
3701,84.5,1003,3.2,0.11,2.39,20
3702,85,1017,3.22,0.1,2.4,20
3703,84,1009,3.18,0.09,2.41,20
3704,85.5,1016,3.21,0.08,2.42,20
3705,85,1013,3.19,0.07,2.43,20
3706,84.5,1006,3.2,0.06,2.44,20
3707,85,1019,3.22,0.05,2.45,20
3708,85,1015,3.2,2.5,0,21
3709,84.95,1018,3.18,2.49,0.01,21
3710,85.05,1012,3.22,2.48,0.02,21
3711,84.9,1016,3.19,2.47,0.03,21
3712,85.05,1014,3.21,2.46,0.04,21
3713,84.9,1009,3.17,2.45,0.05,21
3714,85,1013,3.2,2.44,0.06,21
3715,84.95,1017,3.18,2.43,0.07,21
3716,85,1011,3.22,2.42,0.08,21
3717,84.9,1015,3.19,2.41,0.09,21
3718,85,1019,3.21,2.4,0.1,21
3719,84.95,1016,3.18,2.39,0.11,21
3720,85.05,1012,3.22,2.38,0.12,21
3721,84.9,1018,3.19,2.37,0.13,21
3722,85.05,1014,3.2,2.36,0.14,21
3723,84.9,1010,3.17,2.35,0.15,21
3724,85,1016,3.21,2.34,0.16,21
3725,84.95,1012,3.18,2.33,0.17,21
3726,85,1018,3.22,2.32,0.18,21
3727,84.9,1014,3.19,2.31,0.19,21
3728,85,1010,3.2,2.3,0.2,21
3729,84.95,1016,3.17,2.29,0.21,21
3730,85,1012,3.21,2.28,0.22,21
3731,84.9,1018,3.18,2.27,0.23,21
3732,85.05,1014,3.22,2.26,0.24,21
3733,84.9,1010,3.19,2.25,0.25,21
3734,85,1016,3.2,2.24,0.26,21
3735,84.95,1012,3.17,2.23,0.27,21
3736,85,1018,3.21,2.22,0.28,21
3737,84.9,1014,3.18,2.21,0.29,21
3738,85,1010,3.2,2.2,0.3,21
3739,84.95,1016,3.17,2.19,0.31,21
3740,85,1012,3.21,2.18,0.32,21
3741,84.9,1018,3.18,2.17,0.33,21
3742,85.05,1014,3.22,2.16,0.34,21
3743,84.9,1010,3.19,2.15,0.35,21
3744,85,1016,3.2,2.14,0.36,21
3745,84.95,1012,3.17,2.13,0.37,21
3746,85,1018,3.21,2.12,0.38,21
3747,84.9,1014,3.18,2.11,0.39,21
3748,85,1010,3.2,2.1,0.4,21
3749,84.95,1016,3.17,2.09,0.41,21
3750,85,1012,3.21,2.08,0.42,21
3751,84.9,1018,3.18,2.07,0.43,21
3752,85.05,1014,3.22,2.06,0.44,21
3753,84.9,1010,3.19,2.05,0.45,21
3754,85,1016,3.2,2.04,0.46,21
3755,84.95,1012,3.17,2.03,0.47,21
3756,85,1018,3.21,2.02,0.48,21
3757,84.9,1014,3.18,2.01,0.49,21
3758,85,1015,3.2,2.01,0.49,21
3759,84.95,1016,3.18,2,0.5,21
3760,85.05,1013,3.21,1.99,0.51,21
3761,84.9,1011,3.19,1.98,0.52,21
3762,85.05,1009,3.22,1.97,0.53,21
3763,84.9,1011,3.18,1.96,0.54,21
3764,85,1013,3.2,1.95,0.55,21
3765,84.9,1014,3.19,1.94,0.56,21
3766,85,1016,3.21,1.93,0.57,21
3767,84.9,1013,3.18,1.92,0.58,21
3768,85.05,1015,3.22,1.91,0.59,21
3769,84.9,1011,3.19,1.9,0.6,21
3770,85,1013,3.2,1.89,0.61,21
3771,84.9,1014,3.18,1.88,0.62,21
